,train_loss,train_acc,val_loss,val_acc
0,6.82280662260779,0.008531916555980935,6.76734974875369,0.008357030932621438
1,6.364620888368237,0.020782873662004844,6.74419251352239,0.020544367709361036
2,5.825850174976369,0.04595671536838815,5.793454848857289,0.050026115721664446
3,5.202824093153797,0.09342917415423078,5.391919812574437,0.09361035343276652
4,4.585897293164587,0.15612157199781232,4.968112987121809,0.1199582148453369
5,4.053048532777899,0.2234237049769513,4.601596446593801,0.16748882827462133
6,3.59460865197419,0.2863348699117118,4.342494160554364,0.20503743253438572
7,3.1643845133599253,0.3541214157356043,4.289157496499874,0.2147873019557774
8,2.7416051777967003,0.4199859364012813,4.027844835840039,0.2371887876501654
9,2.292311414296445,0.5002109539807797,4.032179630499377,0.24989843886019386
10,1.809282673538751,0.595218376435659,4.319941582540552,0.23811734664267892
11,1.3341841275360968,0.6983201812641612,5.01113797664836,0.20289013986419827
12,0.910473842594398,0.793905773888585,4.612949235102656,0.22500145087342582
13,0.636832538837846,0.8543792483787795,5.067152033637539,0.23167546863211655
14,0.46642527695940533,0.8913821392296273,5.380336635312425,0.22268005339214209
15,0.38133345873749475,0.9101648566294241,6.619298816246107,0.1842609250768963
16,0.31879107957147457,0.921853269786702,5.706620256163712,0.21525158145203413
17,0.30204792362757515,0.9229002265802015,6.139854600401724,0.209564157622889
18,0.26408168052623904,0.9308227205250409,6.184143163137971,0.209564157622889
19,0.2588236827800605,0.9306352058754589,6.152367022841275,0.21873367767395974
